Time;Robot;Node;Idleness;Interferences
21.8;0;0;5.8;0
21.8;2;1;5.8;0
21.8;3;2;5.8;0
22.0;1;1;0.2;0
207.1;3;3;191.1;2
231.7;0;1;209.7;2
248.1;2;1;16.4;2
415.0;0;0;393.2;2
431.8;3;2;410.0;2
443.5;2;2;11.7;2
