Time;Robot;Node;Idleness;Interferences
52.0;3;0;29.1;0
62.2;3;1;30.6;0
120.9;3;0;68.9;6
131.2;1;9;108.3;6
132.0;3;4;91.6;6
140.1;1;7;108.9;6
141.5;3;1;79.3;6
150.3;3;0;29.4;6
154.1;0;3;131.3;6
160.3;3;1;18.8;6
162.2;2;22;139.3;6
168.8;0;13;130.5;6
169.3;3;4;37.3;6
173.2;2;21;140.5;6
177.5;0;12;130.4;6
179.3;3;0;29.0;6
184.0;2;24;141.2;6
189.2;3;1;28.9;6
190.3;0;8;130.9;6
190.5;1;15;141.2;6
191.3;2;25;141.7;6
198.0;0;11;130.5;6
198.7;3;0;19.4;6
200.0;1;16;141.0;6
202.5;2;23;142.4;6
207.7;3;1;18.5;6
213.3;2;27;142.5;6
215.2;1;9;84.0;6
215.9;0;2;130.5;6
216.5;3;4;47.2;6
224.0;2;28;141.8;6
226.6;3;0;27.9;6
228.5;0;5;140.3;6
228.6;1;10;156.3;6
236.7;3;1;29.0;6
238.4;1;14;155.2;6
239.6;2;22;77.4;6
246.2;3;0;19.6;6
255.1;2;17;142.1;6
255.9;3;4;39.4;6
257.2;1;7;117.1;6
257.7;0;2;41.8;6
265.3;3;1;28.6;6
267.8;1;9;52.6;6
270.1;0;5;41.6;6
272.0;2;18;140.5;6
273.6;3;0;27.4;6
280.1;1;15;89.6;6
283.1;3;1;17.8;6
283.3;0;8;93.0;6
289.9;1;16;89.9;6
292.2;3;4;36.3;6
294.1;2;26;190.6;6
302.6;3;0;29.0;6
304.6;1;9;36.8;6
304.6;0;3;150.5;6
308.8;2;19;191.4;6
312.9;3;1;29.8;6
313.4;1;7;56.2;6
319.4;0;13;150.6;6
322.2;3;0;19.6;6
324.1;1;9;19.5;6
328.4;0;12;150.9;6
331.8;3;4;39.6;6
337.4;1;10;108.8;6
341.1;3;1;28.2;6
346.2;2;24;162.2;6
346.9;1;14;108.5;6
347.3;0;11;149.3;6
349.8;3;0;27.6;6
356.2;2;21;183.0;6
358.8;3;1;17.7;6
365.7;1;9;41.6;6
365.9;0;2;108.2;6
367.7;2;25;176.4;6
367.8;3;4;36.0;6
374.6;1;7;61.2;6
377.3;2;23;174.8;6
377.9;3;0;28.1;6
378.9;0;5;108.8;6
387.9;3;1;29.1;6
389.6;0;6;150.6;6
393.0;2;22;153.4;6
397.1;3;0;19.2;6
405.0;1;20;232.6;6
407.0;3;4;39.2;6
407.5;0;8;124.2;6
408.2;2;28;184.2;6
416.4;3;1;28.5;6
418.9;2;27;205.6;6
421.9;1;15;141.8;6
424.2;0;17;169.1;6
425.1;3;0;28.0;6
429.6;2;24;83.4;6
432.2;1;16;142.3;6
434.8;3;1;18.4;6
