Time;Robot;Node;Idleness;Interferences
53.7;3;0;28.5;0
64.2;3;1;30.3;0
72.7;3;4;29.8;0
84.2;3;0;30.5;0
94.2;3;1;30.0;0
102.8;3;4;30.1;0
108.1;2;5;41.9;0
112.5;3;0;28.3;0
120.7;1;9;95.9;0
122.4;2;11;68.3;0
122.5;3;1;28.3;0
129.9;1;7;96.8;0
131.6;3;4;28.8;0
137.5;2;17;97.2;0
143.0;3;0;30.5;0
145.5;1;10;95.9;0
152.7;3;1;30.2;0
154.8;1;14;96.0;0
161.5;3;4;29.9;0
165.6;1;16;96.8;0
171.4;3;0;28.4;0
175.2;1;15;96.9;0
181.5;3;1;28.8;0
190.4;3;4;28.9;0
193.3;1;20;98.0;0
200.3;3;0;28.9;0
204.9;0;22;180.0;0
209.7;3;1;28.2;0
212.9;2;17;75.4;0
218.0;1;9;97.3;0
218.5;3;4;28.1;0
226.2;2;11;103.8;0
226.7;1;7;96.8;0
228.7;3;0;28.4;0
238.2;3;1;28.5;0
238.5;2;5;130.4;0
245.1;0;24;85.8;0
246.6;3;4;28.1;0
248.9;1;10;103.4;0
249.8;2;2;172.6;0
255.6;0;21;40.0;0
258.1;1;14;103.3;0
266.8;0;22;61.9;0
268.4;1;16;102.8;0
269.2;2;8;206.4;0
279.3;1;15;104.1;0
280.0;3;6;184.1;0
285.6;2;12;236.5;0
294.9;1;20;101.6;0
299.9;0;13;260.0;0
302.6;2;11;76.4;0
307.0;3;1;68.8;0
312.5;0;3;287.7;0
315.3;3;0;86.6;0
317.3;2;17;104.4;0
319.5;1;9;101.5;0
326.0;3;4;79.4;0
328.2;1;7;101.5;0
334.8;0;18;247.8;0
335.3;3;1;28.3;0
343.6;3;0;28.3;0
346.6;2;27;176.4;0
352.4;1;10;103.5;0
354.7;3;4;28.7;0
357.3;0;26;249.0;0
361.8;1;14;103.7;0
365.9;3;1;30.6;0
371.2;0;19;246.6;0
372.0;1;16;103.6;0
374.5;3;0;30.9;0
383.0;1;15;103.7;0
393.5;2;5;155.0;0
399.2;1;20;104.3;0
400.4;0;28;213.2;0
402.5;3;6;122.5;0
404.8;2;2;155.0;0
416.0;0;22;149.2;0
424.4;1;9;104.9;0
424.7;2;11;122.1;0
426.7;0;21;171.1;0
427.8;3;1;61.9;0
432.9;2;8;163.7;0
433.1;1;7;104.9;0
436.8;3;4;82.1;0
437.2;0;24;192.1;0
444.4;0;23;217.5;0
447.6;3;0;73.1;0
450.1;2;17;132.8;0
455.2;0;25;218.3;0
457.6;3;1;29.8;0
457.8;1;10;105.4;0
464.3;0;24;27.1;0
465.3;2;11;40.6;0
466.7;3;4;29.9;0
467.7;1;14;105.9;0
474.3;0;27;127.7;0
477.4;2;5;83.9;0
477.5;3;0;29.9;0
477.7;1;16;105.7;0
