Time;Robot;Node;Idleness;Interferences
57.3;0;6;23.5;38
64.8;2;5;31.0;52
76.7;6;11;42.9;69
95.2;8;3;61.4;90
96.4;3;12;62.6;90
101.1;0;0;67.3;93
102.6;4;1;68.8;94
112.3;10;2;78.5;101
113.4;5;8;79.6;101
115.2;7;7;81.4;103
121.0;6;0;19.9;105
122.3;11;10;88.5;105
128.5;1;4;94.7;108
133.0;2;0;12.0;113
135.8;9;9;102.0;117
142.3;3;0;9.3;122
144.6;11;14;110.8;125
147.3;4;0;5.0;128
170.7;11;16;136.9;145
185.2;11;15;151.4;162
201.5;11;17;167.7;182
219.8;11;18;186.0;202
237.9;8;0;90.6;222
240.4;11;19;206.6;225
255.1;11;13;221.3;236
278.0;10;0;40.1;260
278.5;7;0;0.5;261
315.5;9;0;37.0;291
323.5;1;0;8.0;295
347.7;5;0;24.2;308
