Time;Robot;Node;Idleness;Interferences
14.9;0;3;6.0;0
14.9;1;4;6.0;0
133.3;1;0;124.4;2
143.6;0;0;10.3;2
212.1;1;4;197.2;2
229.5;0;4;17.4;4
320.1;1;3;305.2;4
339.7;0;3;19.6;4
420.4;1;4;190.9;4
494.3;1;0;350.7;4
571.4;1;4;151.0;4
605.6;0;0;111.3;8
662.1;1;0;56.5;8
701.7;0;3;362.0;8
738.6;1;4;167.2;8
849.9;1;0;187.8;8
927.6;1;4;189.0;8
931.7;0;0;81.8;8
1019.9;1;3;318.2;8
1029.3;0;6;1020.4;8
1109.8;1;4;182.2;8
1203.3;1;3;183.4;8
1248.0;0;0;316.3;8
1313.8;1;2;1304.9;8
1354.3;0;3;151.0;8
1408.5;1;3;54.2;8
1469.4;0;2;155.6;8
1499.4;1;4;389.6;8
