Time;Robot;Node;Idleness;Interferences
18.5;0;3;6.0;0
18.5;1;4;6.0;0
108.0;0;4;89.5;0
110.2;1;5;97.7;0
204.1;1;4;96.1;0
254.0;0;3;235.5;0
281.8;1;0;269.3;0
344.5;0;2;332.0;0
358.3;1;4;154.2;0
434.8;1;0;153.0;0
490.9;0;3;236.9;0
573.6;1;3;82.7;0
586.6;0;0;151.8;0
660.4;1;2;315.9;0
791.4;0;6;778.9;0
870.2;1;1;857.7;0
904.5;0;0;317.9;0
951.2;1;2;290.8;0
1042.3;0;3;468.7;0
1141.7;0;0;237.2;0
1158.6;1;1;288.4;0
1217.7;0;4;859.4;0
1258.1;1;2;306.9;0
1302.1;0;5;1191.9;0
1395.2;0;4;177.5;0
1405.6;1;3;363.3;0
1507.6;0;0;365.9;0
1564.6;1;0;57.0;0
1643.5;1;4;248.3;0
1712.6;0;6;921.2;0
1735.3;1;3;329.7;0
1833.6;1;4;190.1;0
1861.6;0;0;297.0;4
1937.7;1;0;76.1;4
2014.6;1;4;181.0;4
2016.6;0;3;281.3;4
2103.3;0;4;88.7;6
2115.2;1;3;98.6;6
2196.7;0;5;894.6;6
2227.5;1;2;969.4;6
2283.3;0;4;180.0;6
