Time;Robot;Node;Idleness;Interferences
39.9;9;19;19.0;4
41.1;3;0;20.2;6
46.9;2;18;26.0;11
47.3;6;19;7.4;11
48.4;3;1;21.9;11
49.9;11;7;29.0;12
51.3;4;3;30.4;13
54.9;3;0;13.8;16
54.9;10;17;34.0;16
55.1;7;24;19.1;17
57.6;11;9;31.3;19
59.9;2;12;24.3;21
62.0;3;1;13.6;22
62.1;6;26;41.2;22
66.4;10;11;31.4;24
66.6;2;13;25.2;24
67.6;3;4;35.4;25
68.1;0;20;47.2;26
69.1;8;2;48.2;27
70.5;1;9;12.9;28
74.6;3;0;19.7;30
75.2;7;28;54.3;31
76.5;6;19;29.2;31
76.9;5;16;56.0;32
76.9;2;18;30.0;32
77.4;11;9;6.9;32
78.8;8;5;18.1;33
79.2;0;21;47.8;33
79.3;10;17;24.4;33
81.0;3;1;19.0;34
83.6;5;15;50.8;36
84.1;7;27;55.7;36
88.0;3;0;13.4;39
88.5;6;26;26.4;39
88.9;8;2;19.8;39
90.0;0;20;21.9;40
90.5;1;9;13.1;40
90.9;2;13;24.3;40
91.6;10;22;40.2;40
92.0;11;7;42.1;40
92.0;5;16;15.1;40
93.7;7;28;18.5;41
93.8;3;1;12.8;41
95.0;9;26;6.5;41
95.4;9;19;18.9;41
96.8;2;12;36.9;41
99.1;11;9;8.6;42
99.5;3;4;31.9;42
99.9;5;15;16.3;42
102.8;1;10;66.1;43
103.0;7;27;18.9;43
103.8;6;19;8.4;43
104.1;8;6;83.2;43
105.7;10;17;26.4;43
106.1;11;7;14.1;43
106.2;4;3;54.9;43
106.8;0;23;67.9;43
106.8;3;0;18.8;43
107.9;5;16;15.9;43
109.2;1;14;63.7;44
109.8;2;18;32.9;44
110.5;7;25;60.8;44
113.4;3;1;19.6;45
113.6;8;5;34.8;45
113.6;11;9;14.5;45
114.1;4;3;7.9;45
115.8;5;15;15.9;46
116.2;10;11;49.8;46
116.3;7;24;61.2;46
116.8;1;10;14.0;46
117.6;6;26;22.6;46
118.1;0;21;38.9;46
119.4;3;0;12.6;46
120.6;11;7;14.5;46
121.1;10;8;81.0;46
