Time;Robot;Node;Idleness;Interferences
22.5;0;20;5.6;0
22.5;1;6;5.6;0
22.7;4;3;5.8;0
22.7;7;28;5.8;0
22.7;11;7;5.8;0
22.7;5;16;5.8;0
22.7;6;19;5.8;0
22.7;3;0;5.8;0
22.7;10;17;5.8;0
22.7;9;26;5.8;0
22.7;8;2;5.8;0
22.9;2;18;6.0;0
28.8;11;9;11.9;0
29.3;3;1;12.4;1
30.9;7;27;14.0;1
33.1;5;15;16.2;2
33.5;0;21;16.6;2
34.9;10;11;18.0;3
35.2;3;4;18.3;4
36.2;1;5;19.3;4
36.2;4;13;19.3;4
38.2;7;24;21.3;6
39.2;11;10;22.3;6
39.8;2;12;22.9;7
40.4;6;26;17.7;7
41.4;0;23;24.5;7
42.5;7;25;25.6;7
43.0;0;23;1.6;8
43.6;3;0;20.9;8
45.4;5;14;28.5;8
45.6;1;6;23.1;9
47.0;0;24;8.8;9
47.8;8;8;30.9;9
50.8;3;1;21.5;10
51.7;5;10;12.5;10
51.8;11;7;29.1;10
52.4;6;19;29.7;10
52.9;8;11;18.0;10
53.4;0;23;10.4;10
53.5;2;18;30.6;10
53.6;7;28;30.9;10
54.9;1;5;18.7;10
56.7;10;22;39.8;10
57.6;3;0;14.0;10
57.6;4;3;34.9;10
59.1;0;24;12.1;11
59.2;5;14;13.8;11
60.0;11;9;31.2;11
62.3;2;18;8.8;12
62.5;7;27;31.6;12
63.8;3;1;13.0;12
63.9;1;6;18.3;13
66.5;5;10;14.8;13
66.5;6;26;26.1;13
67.0;11;7;15.2;13
68.4;8;2;45.7;13
69.3;3;4;34.1;13
69.4;4;13;33.2;13
70.4;10;17;47.7;13
71.6;7;28;18.0;14
73.3;1;6;9.4;15
73.6;0;20;51.1;15
74.7;5;14;15.5;16
74.8;11;9;14.8;16
74.9;2;12;35.1;17
76.3;3;0;18.7;17
79.2;8;2;10.8;17
80.8;7;27;18.3;17
81.0;10;11;28.1;17
81.7;11;7;14.7;17
82.3;9;26;15.8;17
82.5;5;10;16.0;17
83.2;3;1;19.4;17
84.9;0;21;51.4;17
86.0;10;8;38.2;17
87.2;4;3;29.6;17
88.2;1;6;14.9;17
89.2;11;9;14.4;18
89.7;3;0;13.4;18
90.7;7;28;19.1;18
91.5;5;14;16.8;18
95.6;3;1;12.4;19
95.6;0;20;22.0;19
96.0;6;26;13.7;19
96.2;11;7;14.5;19
97.6;8;2;18.4;19
