Time;Robot;Node;Idleness;Interferences
38.4;6;26;14.9;5
42.1;3;0;18.6;7
44.8;1;6;21.5;9
45.9;10;21;12.1;9
48.3;3;1;19.4;10
51.5;5;10;12.5;10
52.2;6;19;28.8;10
52.5;2;18;29.0;10
54.0;7;24;16.3;10
54.0;1;5;18.3;10
55.0;3;0;12.9;10
55.2;0;23;14.2;10
59.4;5;14;14.1;10
60.6;3;1;12.3;10
60.8;4;11;13.4;10
62.4;11;7;39.0;10
62.9;1;6;18.1;10
64.0;10;17;40.6;10
64.0;2;13;28.4;10
65.1;6;26;26.7;10
65.3;7;28;41.8;10
66.2;3;4;31.7;10
67.4;8;2;44.0;10
67.5;5;10;16.0;10
67.6;4;8;14.8;10
68.0;0;20;44.5;10
69.1;2;12;29.7;10
70.1;11;9;40.9;10
70.5;9;26;5.4;10
71.8;1;6;8.9;10
72.9;3;0;17.9;10
74.3;7;27;43.7;10
75.4;5;14;16.0;11
77.0;11;7;14.6;11
77.5;8;2;10.1;12
77.7;10;22;40.7;12
78.5;0;21;32.6;12
79.3;3;1;18.7;12
81.6;2;18;29.1;12
83.2;7;28;17.9;12
83.3;5;10;15.8;12
84.6;11;9;14.5;12
85.0;1;6;13.2;12
85.4;6;26;14.9;12
85.4;4;3;62.0;12
86.5;3;0;13.6;12
89.1;0;20;21.1;12
91.8;10;17;27.8;13
91.8;11;7;14.8;13
91.9;7;27;17.6;13
92.4;3;1;13.1;13
92.7;5;14;17.3;13
94.4;1;5;40.4;14
94.6;8;2;17.1;14
95.0;2;12;25.9;14
98.0;3;4;31.8;15
99.1;6;19;46.9;15
99.2;11;9;14.6;15
100.9;7;28;17.7;16
101.5;5;16;78.0;16
102.3;10;11;41.5;16
103.9;8;5;9.5;17
104.0;1;6;19.0;17
105.1;3;0;18.6;17
106.0;11;7;14.2;19
107.5;10;8;39.9;20
111.3;2;13;47.3;23
112.0;6;26;26.6;24
112.4;3;1;20.0;24
113.1;11;9;13.9;24
113.3;8;2;18.7;24
113.4;7;25;64.8;24
117.2;7;24;63.2;25
117.9;5;15;84.0;25
