Time;Robot;Node;Idleness;Interferences
42.8;0;0;20.2;0
45.9;3;10;23.3;0
52.7;0;1;21.9;0
53.3;1;10;7.4;0
55.7;4;17;24.8;0
60.7;2;6;38.1;0
63.5;4;15;40.9;0
86.8;0;3;21.3;6
101.9;0;5;79.3;6
104.0;2;9;68.8;6
115.9;2;10;62.6;6
116.2;1;16;93.4;6
152.1;1;22;67.9;6
208.9;5;13;2.0;9
222.4;3;15;158.9;12
240.0;5;12;102.8;13
256.4;5;10;140.5;13
263.2;1;22;111.1;13
270.8;5;8;228.6;13
271.2;1;19;231.6;13
282.1;2;12;42.1;13
325.7;2;13;116.8;18
329.3;0;3;242.5;18
347.5;2;14;156.0;23
377.0;3;13;51.3;24
377.7;2;18;209.5;24
403.7;3;15;181.3;26
411.4;3;17;355.7;26
415.2;3;16;299.0;26
422.3;1;22;159.1;26
461.0;1;25;365.4;26
472.1;1;20;331.4;26
496.0;1;20;23.9;26
