Time;Robot;Node;Idleness;Interferences
47.6;1;0;27.8;0
57.8;1;1;29.3;0
147.3;1;9;61.8;0
247.0;1;17;227.1;0
263.2;1;10;204.7;0
277.1;1;8;232.2;0
283.4;0;11;246.4;0
295.6;0;14;227.6;0
306.3;1;0;258.7;0
315.1;0;5;239.2;0
316.5;1;4;279.2;0
325.8;1;1;268.0;0
326.1;0;6;239.2;0
348.4;1;2;243.1;0
358.9;0;15;260.6;0
370.8;0;16;262.6;0
381.0;1;7;244.3;0
388.9;0;20;262.4;0
391.8;1;9;244.5;0
401.9;0;21;262.8;0
405.1;1;10;141.9;0
412.4;0;22;262.9;0
426.6;0;24;263.5;0
433.9;0;25;263.5;0
437.2;1;12;250.6;0
444.8;0;23;263.9;0
445.5;1;13;250.6;0
455.4;0;27;264.2;0
458.6;1;3;251.1;0
465.8;0;28;263.9;0
481.4;1;18;251.1;0
491.5;0;17;244.5;0
518.0;0;8;240.9;6
534.3;0;14;238.7;6
555.1;1;26;333.4;6
555.3;0;5;240.2;6
566.2;0;6;240.1;6
569.6;1;19;332.5;6
584.4;0;2;236.0;6
609.9;0;1;284.1;6
618.4;0;4;301.9;6
