Time;Robot;Node;Idleness;Interferences
51.0;2;26;24.1;10
53.5;4;18;26.6;13
57.3;5;14;15.0;17
58.9;6;26;7.9;18
64.5;5;16;37.6;24
65.2;4;13;24.4;24
69.9;2;28;42.8;27
72.8;5;14;15.5;29
77.1;4;18;23.6;32
79.1;6;28;9.2;33
79.3;5;10;31.0;33
83.1;1;5;46.3;37
88.6;4;13;23.4;47
92.9;1;6;66.0;52
97.7;9;18;20.6;57
98.4;0;28;19.3;58
98.9;4;3;72.0;58
102.0;5;10;22.7;61
102.2;1;5;19.1;62
111.0;4;13;22.4;69
111.5;1;2;84.6;70
114.0;0;26;55.1;71
115.8;3;0;88.9;73
116.5;8;6;23.6;73
120.6;5;11;11.6;74
120.6;1;5;18.4;74
121.9;3;1;88.9;74
122.2;4;3;23.3;75
126.2;2;26;12.2;76
126.3;0;19;99.4;76
126.9;9;18;29.2;76
129.7;5;5;9.1;78
130.3;6;22;60.7;78
133.9;4;13;22.9;80
135.2;8;5;5.5;81
137.7;5;2;26.2;82
140.4;1;1;18.5;84
143.5;3;5;8.3;86
144.2;4;18;17.3;87
145.1;9;26;18.9;88
145.6;1;0;29.8;89
147.0;7;22;16.7;89
148.1;6;28;49.7;90
150.7;8;2;13.0;91
153.2;1;1;12.8;93
156.5;4;13;22.6;96
159.5;7;17;48.0;100
161.6;6;22;14.6;103
162.4;9;28;14.3;103
167.0;5;5;23.5;108
169.2;6;21;107.5;111
169.7;0;26;24.6;112
170.0;7;11;49.4;112
171.9;4;8;57.9;113
173.3;1;5;6.3;115
178.0;6;22;16.4;118
180.1;9;26;10.4;122
182.2;4;12;20.2;123
182.9;0;19;56.6;124
183.2;5;11;13.2;124
184.9;8;5;11.6;125
187.5;4;13;31.0;125
189.8;5;10;87.8;126
190.1;6;28;27.7;126
192.4;1;1;39.2;127
193.8;8;6;77.3;127
196.1;0;26;16.0;128
196.4;5;14;123.6;128
196.7;4;3;74.5;129
198.0;6;27;151.2;129
198.3;9;18;54.1;129
203.7;5;16;139.2;131
204.6;2;18;6.3;131
207.8;4;13;20.3;133
211.3;5;14;14.9;135
211.9;7;17;52.4;136
214.4;0;28;24.3;136
214.9;9;13;7.1;137
215.0;6;20;188.1;137
219.1;5;10;29.3;140
219.3;2;17;7.4;140
219.9;4;18;15.3;140
225.1;9;3;28.4;144
226.6;0;22;48.6;144
226.9;5;14;15.6;144
229.4;3;6;35.6;145
232.2;2;22;5.6;146
233.7;5;16;30.0;147
233.8;4;17;14.5;147
234.0;0;21;64.8;147
234.2;8;5;49.3;147
236.8;9;13;21.9;149
239.1;6;9;149.3;149
240.3;3;5;6.1;150
241.1;0;24;186.3;150
241.5;5;14;14.6;150
244.8;2;28;30.4;151
246.1;4;22;13.9;152
247.3;9;18;27.4;152
248.9;3;11;65.7;153
249.5;0;21;15.5;153
250.0;5;16;16.3;153
252.3;6;9;13.2;154
252.6;2;27;54.6;154
254.4;7;22;8.3;154
256.1;3;10;37.0;155
258.5;4;28;13.7;157
258.5;0;24;17.4;157
258.7;9;13;21.9;157
259.0;6;7;14.4;157
260.7;5;14;19.2;158
266.6;3;9;14.3;162
266.7;5;10;10.6;163
267.0;0;21;17.5;164
268.2;7;17;34.4;165
268.6;9;3;43.5;165
271.7;4;22;17.3;167
274.6;1;5;34.3;168
275.5;3;7;16.5;169
276.6;0;20;61.6;169
280.5;9;13;21.8;172
280.5;2;28;22.0;172
282.5;7;18;35.2;174
286.0;9;12;103.8;177
289.5;2;27;36.9;180
291.7;6;9;25.1;182
292.6;1;1;100.2;182
293.9;8;11;45.0;184
294.7;0;27;5.2;184
296.1;4;28;15.6;186
299.2;8;8;127.3;190
302.0;7;26;105.9;194
304.5;1;1;11.9;195
305.2;9;8;6.0;196
308.9;6;15;81.0;198
309.7;3;9;18.0;198
310.1;1;0;164.5;198
310.8;8;12;24.8;200
313.3;0;20;36.7;200
316.2;1;1;11.7;202
317.0;5;11;23.1;204
317.9;9;12;7.1;204
319.3;7;28;23.2;204
319.3;3;15;10.4;204
321.3;6;20;8.0;205
323.7;8;8;18.5;207
325.6;3;16;75.6;207
327.6;5;17;59.4;209
331.1;9;8;7.4;211
331.4;1;5;56.8;211
332.6;0;27;37.9;212
333.9;3;14;73.2;213
335.5;8;12;17.6;214
336.0;9;11;19.0;214
340.1;5;22;68.4;219
340.1;1;2;189.4;219
340.3;3;10;73.6;219
344.4;2;28;25.1;221
346.3;9;17;18.7;223
347.4;3;11;11.4;223
348.0;5;21;81.0;223
348.3;8;8;17.2;224
349.5;1;5;18.1;225
353.3;0;20;32.0;228
356.1;3;5;6.6;231
356.4;4;22;16.3;231
359.1;1;2;19.0;233
359.5;8;12;24.0;233
360.0;2;26;58.0;233
360.3;9;18;77.8;234
361.9;5;24;103.4;234
363.9;3;6;134.5;234
368.7;4;17;22.4;236
368.8;1;5;12.7;236
370.9;9;13;90.4;236
371.3;8;8;23.0;236
372.0;5;24;10.1;238
374.0;0;27;41.4;238
