Time;Robot;Node;Idleness;Interferences
47.6;1;5;24.8;0
60.0;2;6;37.2;0
80.1;3;9;33.7;2
81.2;2;3;47.0;2
82.0;1;5;34.4;2
89.4;3;10;66.4;2
93.5;2;6;33.5;2
97.3;1;8;67.2;2
99.9;3;0;77.1;2
106.8;2;4;58.0;2
117.7;0;1;86.5;2
128.4;0;0;28.5;2
139.7;0;1;22.0;2
142.4;3;5;60.4;2
168.8;3;0;40.4;4
184.3;3;5;41.9;4
186.2;0;2;88.4;4
193.3;3;6;99.8;4
194.8;0;3;113.6;4
224.6;2;9;144.5;6
231.9;1;2;45.7;7
243.6;2;4;136.8;10
245.6;3;10;156.2;10
246.9;0;2;15.0;10
252.4;2;6;59.1;10
253.6;3;8;156.3;10
261.6;0;1;121.9;12
262.8;3;10;17.2;12
272.7;2;0;103.9;14
272.8;3;8;19.2;14
275.6;0;2;28.7;15
282.0;3;10;19.2;16
300.2;1;1;38.6;22
311.1;1;2;35.5;22
313.3;3;5;129.0;22
313.7;0;3;118.9;22
318.7;1;4;75.1;22
324.9;0;1;24.7;22
326.6;1;6;74.2;22
334.4;0;0;61.7;22
339.1;3;5;25.8;22
339.7;1;9;115.1;22
341.8;2;3;28.1;22
345.6;0;1;20.7;22
352.7;3;5;13.6;22
368.2;3;0;33.8;22
382.3;2;6;55.7;22
383.9;3;5;31.2;22
410.6;2;4;91.9;22
416.3;3;8;143.5;22
422.1;2;6;39.8;22
425.2;3;10;143.2;22
433.3;2;3;91.5;22
434.3;3;9;94.6;22
443.9;2;2;132.8;22
444.8;3;10;19.6;22
452.8;3;8;36.5;22
484.4;3;6;62.3;22
486.2;1;7;424.1;22
494.1;3;5;110.2;22
495.4;2;1;149.8;22
501.8;1;9;67.5;22
505.9;2;2;62.0;22
511.8;1;10;67.0;22
512.1;3;0;143.9;22
513.8;2;4;103.2;22
519.6;1;8;66.8;22
522.4;2;2;16.5;22
530.8;3;0;18.7;22
530.9;2;3;97.6;22
537.5;0;0;6.7;22
569.6;3;8;50.0;24
575.2;0;5;81.1;25
588.1;3;10;76.3;27
592.8;0;0;55.3;27
597.2;3;9;95.4;27
612.6;0;5;37.4;28
613.0;3;7;126.8;28
621.7;0;6;137.3;30
629.2;3;9;32.0;31
629.6;0;4;115.8;31
639.1;3;10;51.0;32
642.6;1;6;20.9;32
649.8;3;0;57.0;32
652.6;2;3;121.7;32
656.9;1;2;134.5;32
664.6;2;6;22.0;32
666.2;1;1;170.8;32
677.9;2;7;64.9;32
679.2;1;2;22.3;32
