Time;Robot;Node;Idleness;Interferences
49.9;1;5;27.0;0
62.7;1;3;26.1;0
63.0;2;6;40.1;0
76.0;1;5;26.1;0
76.1;2;4;25.7;0
81.0;3;9;33.9;0
91.9;2;6;28.9;0
92.1;3;10;69.2;0
100.0;3;8;68.7;0
106.0;2;3;43.3;0
109.0;3;10;16.9;0
114.5;1;5;38.5;0
118.5;3;8;18.5;0
119.3;2;6;27.4;0
122.2;0;1;89.0;0
126.2;1;3;20.2;0
127.5;3;10;18.5;0
131.9;0;0;109.0;0
132.0;2;7;69.2;0
136.6;3;9;55.6;0
139.5;1;5;25.0;0
143.1;0;1;20.9;0
146.1;2;6;26.8;0
146.8;3;10;19.3;0
152.4;1;3;26.2;0
154.2;0;0;22.3;0
154.7;3;8;36.2;0
159.3;2;4;83.2;0
162.9;1;2;63.7;0
163.5;3;10;16.7;0
165.5;0;1;22.4;0
172.2;2;6;26.1;0
175.5;1;3;23.1;0
214.8;3;5;75.3;5
222.4;0;1;56.9;5
222.7;2;4;63.4;5
230.4;2;6;58.2;7
231.6;0;2;68.7;7
235.1;3;0;80.9;8
243.4;0;1;21.0;11
244.8;2;9;108.2;11
255.7;3;5;40.9;13
260.7;2;7;128.7;13
263.8;0;2;32.2;13
272.4;3;0;37.3;15
292.9;3;8;138.2;15
301.7;3;10;138.2;15
312.0;3;9;67.2;15
322.1;3;10;20.4;15
330.5;3;8;37.6;16
349.5;3;5;93.8;21
356.8;1;5;7.3;21
362.7;3;8;32.2;21
369.5;0;3;194.0;21
370.6;3;10;48.5;21
