Time;Robot;Node;Idleness;Interferences
36.9;6;26;14.6;3
40.7;3;1;12.5;6
46.5;2;26;9.6;11
47.9;4;13;13.2;12
48.7;11;9;20.5;14
49.6;6;19;27.3;15
50.0;0;28;27.9;15
52.0;5;14;13.9;18
55.2;11;7;32.9;20
55.2;4;12;14.8;20
55.4;10;28;5.4;20
59.9;5;16;37.4;21
62.2;11;9;13.5;22
62.5;6;26;16.0;22
65.4;2;18;43.1;24
66.6;5;15;28.3;24
68.5;0;26;6.0;28
68.8;11;7;13.6;28
69.0;1;5;37.4;28
72.4;9;18;7.0;32
76.1;2;13;28.2;34
76.3;11;9;14.1;34
76.6;4;12;21.4;34
77.1;1;2;54.8;35
79.4;5;20;57.3;37
79.7;3;5;10.7;37
80.1;7;26;11.6;38
81.1;0;19;31.5;39
82.9;11;7;14.1;41
85.9;2;3;63.6;42
86.8;1;5;7.1;42
88.9;4;8;23.8;44
89.9;11;9;13.6;44
