Time;Robot;Node;Idleness;Interferences
36.2;2;17;13.2;5
37.6;1;5;5.6;6
39.1;6;26;16.1;6
40.3;11;15;5.4;6
41.9;9;19;18.9;6
42.1;3;1;12.8;6
44.5;10;18;21.5;6
46.9;11;16;23.9;7
47.4;1;2;24.4;7
47.5;3;0;24.5;7
47.7;7;27;17.0;7
48.2;5;20;25.2;7
48.3;2;22;7.1;7
53.2;0;28;30.2;8
54.0;3;1;11.9;8
54.5;9;26;15.4;8
54.7;11;15;14.4;8
55.9;7;24;17.8;9
57.0;1;5;19.4;11
58.0;4;18;13.5;11
60.8;2;28;7.6;14
62.9;11;16;16.0;15
63.8;6;18;5.8;15
63.9;7;27;16.2;15
64.9;8;5;7.9;16
66.8;1;2;19.4;17
67.0;9;19;25.1;17
70.2;0;26;15.7;20
70.5;11;15;15.8;20
71.7;3;5;6.8;22
74.2;6;13;36.3;23
77.2;4;26;7.0;25
77.6;5;27;13.7;26
80.4;3;6;57.4;29
80.5;11;9;51.2;30
81.3;2;26;4.1;33
82.7;1;5;11.0;33
85.0;0;19;18.0;36
