Time;Robot;Node;Idleness;Interferences
42.1;3;0;18.4;0
51.6;3;1;19.2;0
71.7;2;27;22.4;0
75.7;0;12;27.4;0
78.8;1;9;56.2;0
84.2;0;13;44.9;0
94.3;1;10;28.7;2
104.3;1;11;20.5;4
116.4;1;5;45.8;4
116.4;3;8;53.9;4
116.4;2;22;93.8;4
125.8;3;11;21.5;4
128.1;2;21;22.1;5
138.2;2;24;78.6;6
140.8;1;11;15.0;6
141.3;0;28;103.3;6
153.8;2;24;15.6;6
154.1;1;5;37.7;6
160.4;3;11;19.6;6
161.7;0;26;42.3;6
170.1;2;24;16.3;6
170.3;3;10;76.0;6
177.0;1;5;22.9;6
179.0;2;23;17.7;6
183.8;3;9;105.0;6
188.1;2;24;18.0;6
193.1;0;26;31.4;6
198.2;3;15;162.3;6
198.2;2;21;70.1;6
201.0;1;5;24.0;6
209.8;2;24;21.7;6
212.1;1;6;47.3;6
214.0;3;20;121.9;6
215.2;0;18;117.3;6
216.9;2;25;71.3;6
224.8;1;5;23.8;6
225.9;2;24;16.1;6
226.8;3;21;28.6;6
233.0;2;23;54.0;6
237.3;3;22;120.9;6
238.0;0;26;44.9;6
241.6;2;24;15.7;6
242.3;1;1;190.7;6
248.7;2;25;31.8;6
249.0;3;21;22.2;6
257.5;2;24;15.9;6
261.4;0;18;46.2;6
261.7;1;1;19.4;6
262.2;3;22;24.9;6
264.9;2;23;31.9;6
270.2;1;0;228.1;6
274.0;2;24;16.5;6
274.8;0;13;190.6;6
277.3;3;28;136.0;6
279.4;1;1;17.7;6
283.1;0;12;207.4;6
284.6;2;27;212.9;6
293.8;3;22;31.6;6
297.7;0;8;181.3;6
299.4;1;5;74.6;6
305.9;0;11;145.5;6
305.9;2;20;91.9;6
310.1;3;17;164.8;8
315.6;0;8;17.9;9
318.8;2;21;69.8;9
322.0;1;11;16.1;9
327.0;3;18;65.6;9
329.3;2;24;55.3;9
330.3;0;12;47.2;9
335.6;1;17;25.5;9
338.9;0;13;64.1;9
339.3;2;27;54.7;9
348.2;3;26;110.2;9
352.2;0;3;328.5;9
352.7;1;18;25.7;9
359.7;2;20;53.8;9
368.0;0;13;29.1;11
368.1;3;28;90.8;11
381.5;2;27;42.2;16
381.9;0;18;29.2;16
389.9;3;26;41.7;16
398.4;0;17;62.8;16
403.8;2;20;44.1;16
405.3;3;19;229.1;16
412.4;0;11;90.4;16
415.2;1;26;25.3;16
420.6;2;15;222.4;18
421.1;0;8;105.5;18
432.5;3;26;17.3;19
434.8;0;12;104.5;19
438.3;2;20;34.5;19
438.8;1;28;70.7;19
449.2;1;27;67.7;19
449.4;3;19;44.1;19
449.5;0;8;28.4;19
451.4;2;21;132.6;19
459.5;1;24;130.2;20
464.8;0;12;30.0;21
464.9;3;26;32.4;21
466.8;1;25;218.1;21
468.5;2;24;9.0;21
473.1;0;13;105.1;23
480.2;1;24;11.7;25
481.0;3;19;31.6;25
483.5;0;12;18.7;26
491.4;2;25;24.6;26
492.0;1;21;40.6;26
496.5;0;8;47.0;26
497.9;3;26;33.0;26
500.2;2;24;20.0;26
502.5;1;22;208.7;26
504.7;0;11;92.3;26
508.2;2;25;16.8;26
516.6;2;24;16.4;26
517.1;0;5;217.7;26
517.6;3;28;78.8;26
517.9;1;17;119.5;26
528.1;2;27;78.9;28
532.0;0;11;27.3;29
534.4;1;18;152.5;29
537.9;3;27;9.8;29
542.0;0;10;371.7;29
548.6;2;20;110.3;29
555.5;1;26;57.6;29
555.5;0;9;371.7;29
558.3;3;20;9.7;29
561.9;2;21;69.9;29
569.4;0;15;148.8;30
572.6;2;22;70.1;31
574.5;1;28;56.9;31
579.5;0;16;534.1;31
581.2;3;15;11.8;31
585.3;1;27;47.4;31
587.5;2;28;13.0;31
590.0;0;14;533.7;31
590.5;3;16;11.0;31
595.7;1;24;79.1;31
598.6;2;27;13.3;31
601.0;3;15;19.8;31
601.9;0;16;11.4;31
605.6;1;21;43.7;31
610.9;2;24;15.2;31
611.1;0;15;10.1;31
613.6;3;9;58.1;31
616.2;1;22;43.6;31
620.9;2;21;15.3;31
625.0;0;9;11.4;31
631.0;1;28;43.5;33
633.3;2;20;75.0;33
637.1;0;7;14.9;33
640.9;3;9;15.9;33
649.1;2;15;38.0;34
650.5;1;26;95.0;34
674.4;2;9;33.5;42
675.7;1;18;141.3;43
686.6;0;9;12.2;43
687.0;3;15;37.9;43
687.6;2;7;50.5;43
689.6;1;13;216.5;43
697.5;0;7;9.9;45
701.6;3;9;15.0;45
704.8;1;18;29.1;47
728.8;1;26;78.3;57
744.3;0;9;42.7;64
750.0;1;28;119.0;66
763.5;0;15;76.5;72
765.8;1;22;149.6;72
774.0;2;9;29.7;74
779.5;0;20;146.2;74
783.2;1;28;33.2;74
784.2;2;7;86.7;74
796.6;2;9;22.6;76
800.8;1;22;35.0;76
802.1;0;27;203.5;76
806.8;2;7;22.6;76
812.1;0;24;201.2;76
816.2;1;17;298.3;78
817.6;2;9;21.0;78
819.3;0;23;554.4;78
827.9;0;24;15.8;80
829.6;1;11;297.6;80
831.5;2;10;289.5;80
