Time;Robot;Node;Idleness;Interferences
53.9;6;3;25.6;28
61.8;3;5;33.5;30
65.6;7;2;37.3;33
65.8;1;1;37.5;33
79.7;0;9;51.4;37
79.7;4;4;51.4;37
88.2;8;7;59.9;38
89.0;1;0;60.7;38
89.1;9;6;60.8;38
90.6;2;8;62.3;39
100.5;5;12;72.2;45
104.3;3;0;15.3;48
104.8;7;0;0.5;48
113.5;4;0;8.7;53
118.8;5;13;90.5;54
128.7;6;0;15.2;61
132.6;5;19;104.3;65
135.7;0;0;7.0;66
154.7;2;0;19.0;78
155.1;5;18;126.8;78
172.0;5;17;143.7;84
190.4;5;15;162.1;92
205.1;5;16;176.8;98
230.5;5;14;202.2;108
253.1;9;0;98.4;118
254.9;5;10;226.6;119
258.0;8;0;4.9;121
271.1;5;11;242.8;124
312.7;5;0;54.7;134
322.2;5;0;9.5;139
404.2;9;0;82.0;155
