Time;Robot;Node;Idleness;Interferences
55.1;6;3;24.4;31
65.7;1;1;35.0;39
71.1;3;5;40.4;41
82.9;4;4;52.2;43
87.5;1;0;56.8;45
90.1;7;2;59.4;47
91.2;0;9;60.5;48
91.7;2;8;61.0;48
93.9;5;12;63.2;48
111.8;5;13;81.1;60
125.7;5;19;95.0;74
128.9;8;7;98.2;77
134.0;6;0;46.5;81
148.0;5;18;117.3;89
148.4;7;0;14.4;90
156.8;0;0;8.4;94
164.9;5;17;134.2;101
166.7;4;0;9.9;101
174.1;8;0;7.4;105
181.2;2;0;7.1;108
182.1;5;15;151.4;108
196.8;5;16;166.1;111
232.1;5;14;201.4;118
256.0;5;10;225.3;123
263.1;3;0;81.9;124
278.8;3;0;15.7;128
302.9;5;0;24.1;130
