Time;Robot;Node;Idleness;Interferences
59.7;1;1;31.0;32
64.2;3;5;35.5;33
70.6;6;3;41.9;35
74.1;7;2;45.4;36
80.8;0;9;52.1;40
81.5;1;0;52.8;40
87.0;4;4;58.3;42
88.7;2;8;60.0;43
99.5;5;12;70.8;50
102.8;8;7;74.1;51
104.1;6;0;22.6;52
117.7;5;13;89.0;60
119.3;3;0;15.2;61
126.9;4;0;7.6;67
131.7;5;19;103.0;69
134.4;0;0;7.5;70
145.8;7;0;11.4;74
152.9;5;18;124.2;78
156.6;2;0;10.8;78
169.6;5;17;140.9;81
185.8;5;15;157.1;84
200.3;5;16;171.6;87
226.8;5;14;198.1;92
250.8;5;10;222.1;97
274.4;8;0;117.8;102
297.8;5;0;23.4;104
307.3;5;0;9.5;107
