Time;Robot;Node;Idleness;Interferences
21.0;0;0;4.0;0
21.0;1;5;4.0;0
21.0;3;10;4.0;0
21.2;2;6;4.2;0
28.5;0;1;11.5;0
33.0;1;8;16.0;0
40.8;1;10;19.8;2
41.5;0;3;24.5;2
