Time;Robot;Node;Idleness;Interferences
17.2;0;8;6.0;0
28.5;0;5;17.3;0
46.0;0;3;34.8;0
349.3;0;2;338.1;0
368.1;0;3;322.1;0
521.6;0;1;510.4;0
531.4;0;0;520.2;0
544.2;0;1;22.6;0
560.5;0;4;549.3;0
714.0;0;1;169.8;0
730.3;0;3;362.2;0
873.9;0;5;845.4;0
890.1;0;8;872.9;0
898.2;0;10;887.0;0
913.1;0;9;901.9;0
932.2;0;7;921.0;0
1080.4;0;9;167.3;0
1094.0;0;10;195.8;0
1102.3;0;8;212.2;0
1117.2;0;5;243.3;0
1129.3;0;3;399.0;0
1272.6;0;5;155.4;0
1290.9;0;8;188.6;0
1299.0;0;10;205.0;0
1312.1;0;9;231.7;0
1328.4;0;7;396.2;0
1477.7;0;9;165.6;0
1489.6;0;10;190.6;0
1498.3;0;8;207.4;0
1514.8;0;5;242.2;0
1526.5;0;3;397.2;0
1603.4;0;6;1592.2;0
