Time;Robot;Node;Idleness;Interferences
24.5;0;0;7.0;0
24.5;4;8;7.0;0
24.6;5;10;7.1;0
25.5;3;10;0.9;0
25.5;2;6;8.0;0
26.5;1;5;9.0;0
35.9;0;1;18.4;0
40.6;0;1;4.7;1
45.0;2;4;27.5;3
47.0;1;2;29.5;3
52.2;2;4;7.2;4
52.8;0;0;28.3;4
55.3;0;0;2.5;4
61.6;3;9;44.1;4
68.5;0;1;27.9;4
74.5;0;1;6.0;4
79.1;3;7;61.6;4
79.8;1;3;62.3;4
85.6;4;5;59.1;4
86.5;0;0;31.2;4
86.9;1;3;7.1;4
133.8;0;0;47.3;7
134.1;2;6;108.6;7
143.7;2;6;9.6;7
150.3;0;1;75.8;7
155.5;5;9;93.9;7
160.5;2;4;108.3;7
162.3;0;1;12.0;7
167.6;2;4;7.1;7
182.0;0;0;48.2;7
185.7;2;6;42.0;7
191.6;5;8;167.1;7
194.0;0;0;12.0;7
194.2;2;6;8.5;7
211.0;2;4;43.4;7
216.4;0;1;54.1;7
218.2;2;4;7.2;7
228.3;0;1;11.9;7
237.4;2;6;43.2;7
246.9;0;0;52.9;7
247.0;2;6;9.6;7
259.0;0;0;12.1;7
266.3;2;4;48.1;7
275.9;2;4;9.6;7
277.0;0;1;48.7;7
289.0;0;1;12.0;7
296.3;2;6;49.3;7
305.9;2;6;9.6;7
309.4;0;0;50.4;7
321.3;0;0;11.9;7
326.3;2;4;50.4;7
336.0;2;4;9.7;7
