Time;Robot;Node;Idleness;Interferences
17.3;0;0;6.0;0
69.0;0;1;57.7;0
154.4;0;0;137.1;0
194.3;0;1;125.3;0
279.7;0;0;125.3;0
318.6;0;1;124.3;0
405.2;0;0;125.5;0
444.9;0;1;126.3;0
525.5;0;0;120.3;0
564.0;0;1;119.1;0
643.2;0;0;117.7;0
681.7;0;1;117.7;0
759.9;0;0;116.7;0
798.4;0;1;116.7;0
879.3;0;0;119.4;0
918.5;0;1;120.1;0
998.1;0;0;118.8;0
1036.0;0;1;117.5;0
1119.0;0;0;120.9;0
1158.6;0;1;122.6;0
1235.4;0;0;116.4;0
1272.8;0;1;114.2;0
1364.7;0;0;129.3;0
1402.2;0;1;129.4;0
1484.4;0;0;119.7;0
1523.3;0;1;121.1;0
1619.7;0;0;135.3;0
1658.9;0;1;135.6;0
1742.1;0;0;122.4;0
1781.2;0;1;122.3;0
1859.8;0;0;117.7;0
1900.8;0;1;119.6;0
1977.3;0;0;117.5;0
2018.4;0;1;117.6;0
