Time;Robot;Node;Idleness;Interferences
40.0;5;15;17.3;0
42.8;0;0;20.3;0
50.0;5;17;18.9;2
52.2;3;10;29.5;2
53.7;0;1;22.6;2
63.3;1;10;11.1;2
66.3;0;3;29.7;3
66.9;5;16;44.4;3
78.4;0;2;27.7;9
81.7;2;3;15.4;10
95.4;5;16;28.5;14
99.1;2;5;76.6;14
101.3;3;10;38.0;14
102.2;1;12;41.9;14
115.5;3;12;13.3;17
116.4;2;3;34.7;17
134.8;3;10;33.5;25
142.7;3;8;102.6;25
144.6;2;6;121.9;25
151.5;0;3;35.1;27
161.1;0;5;62.0;27
165.9;1;10;31.1;27
167.6;4;16;72.2;27
170.9;3;5;9.8;27
185.1;4;21;101.8;29
204.5;1;12;89.0;29
219.4;1;10;53.5;29
223.6;2;9;187.8;29
233.2;2;10;13.8;29
233.3;1;12;28.8;29
278.3;0;8;135.6;35
284.4;1;13;39.9;35
296.5;1;15;256.5;35
315.2;1;17;265.2;38
318.3;5;21;133.2;38
326.9;3;3;175.4;38
347.9;4;17;32.7;38
351.7;5;16;184.1;38
361.1;5;17;13.2;38
363.3;4;15;66.8;38
371.4;5;16;19.7;38
372.1;4;17;11.0;38
374.6;1;14;118.6;38
381.8;5;17;9.7;38
381.8;4;15;18.5;38
394.1;5;19;51.5;38
402.0;5;22;92.6;38
416.5;3;1;362.8;38
452.5;3;1;36.0;42
