Time;Robot;Node;Idleness;Interferences
48.4;0;0;26.3;0
50.1;3;5;28.0;0
60.7;1;1;27.0;0
65.2;0;1;4.5;2
66.3;2;6;44.2;2
73.3;3;8;41.1;2
73.3;1;0;24.9;2
80.2;1;1;15.0;2
81.8;0;3;44.4;2
85.0;3;10;62.9;2
100.0;1;3;18.2;2
111.6;0;6;45.3;2
118.7;3;10;33.7;2
124.7;1;5;74.6;2
130.7;2;10;12.0;2
136.2;3;11;33.5;2
142.0;0;4;90.5;2
142.1;2;8;68.8;2
146.0;1;8;3.9;3
164.5;1;10;33.8;7
167.8;0;1;87.6;8
173.7;2;5;49.0;9
195.0;0;3;95.0;9
238.1;3;11;101.9;16
278.0;3;16;63.3;18
304.7;3;16;26.7;19
307.5;2;3;112.5;19
307.8;0;5;134.1;19
317.4;3;17;25.7;19
328.6;0;8;182.6;19
336.0;3;17;18.6;19
343.7;0;5;35.9;19
370.0;0;3;62.5;19
434.3;0;1;266.5;19
486.0;3;19;160.2;21
495.2;3;17;159.2;21
508.3;2;5;164.6;21
540.1;2;3;170.1;21
564.2;2;1;129.9;21
582.0;2;3;41.9;21
598.5;2;6;486.9;21
662.9;0;3;80.9;21
667.3;2;7;583.0;21
694.4;0;1;130.2;21
703.8;2;9;592.7;21
715.0;1;13;313.3;23
723.0;3;13;8.0;24
735.9;3;12;354.2;25
753.9;3;13;30.9;26
829.3;2;10;664.8;37
835.1;3;15;126.2;38
872.2;2;12;136.3;43
946.2;0;4;804.2;45
954.6;3;17;459.4;47
1124.2;0;1;429.8;52
1150.7;0;3;487.8;52
1410.4;3;19;924.4;54
1419.4;3;17;464.8;54
1509.1;0;1;384.9;54
1569.9;2;10;740.6;54
1582.7;2;8;1254.1;54
1586.2;3;16;1281.5;54
1598.3;2;5;1090.0;54
1637.9;0;4;691.7;54
1905.6;2;3;754.9;58
1986.8;2;1;477.7;60
2058.5;2;4;420.6;66
2238.6;2;6;1640.1;66
2289.4;2;7;1622.1;66
2444.5;0;1;457.7;68
2491.3;0;0;2418.0;68
2659.7;2;9;1955.9;68
