Time;Robot;Node;Idleness;Interferences
51.3;1;5;31.0;0
62.0;3;6;41.7;0
62.5;2;1;33.3;0
65.8;0;3;23.0;0
71.8;2;0;51.5;0
76.8;1;3;11.0;1
77.3;0;1;14.8;2
85.4;3;3;8.6;4
95.8;3;2;42.3;6
96.0;2;1;18.7;6
111.0;2;4;64.4;11
127.1;0;2;31.3;14
138.2;0;1;42.2;14
150.0;0;2;22.9;14
157.4;2;2;7.4;14
157.5;0;4;46.5;14
164.9;2;4;7.4;15
165.5;0;6;103.5;15
180.3;2;6;14.8;21
192.9;2;9;159.7;23
210.3;2;7;161.5;23
217.3;1;2;59.9;23
229.3;1;3;143.9;26
259.1;0;4;94.2;28
275.5;0;1;137.3;30
285.9;0;0;214.1;30
290.4;3;4;31.3;30
297.7;0;1;22.2;30
298.8;3;2;81.5;30
301.1;1;7;90.8;30
307.4;3;4;17.0;30
311.7;0;4;4.3;30
312.5;1;9;119.6;30
316.2;3;2;17.4;30
325.3;3;4;13.6;32
326.6;1;6;146.3;32
332.4;2;6;5.8;33
334.7;1;4;9.4;33
343.4;1;6;11.0;33
344.2;2;4;9.5;33
358.0;2;1;60.3;33
360.7;0;2;44.5;33
368.2;0;4;24.0;36
375.5;2;3;146.2;38
377.0;0;6;33.6;38
382.6;0;8;343.9;38
387.9;3;1;29.9;38
389.7;0;6;12.7;38
391.4;2;5;340.1;38
403.8;3;4;35.6;38
418.0;3;6;28.3;38
429.3;3;3;53.8;38
437.8;0;3;8.5;38
440.9;3;1;53.0;38
442.0;1;4;38.2;38
448.5;0;2;87.8;38
455.1;1;6;37.1;38
461.0;0;3;23.2;38
469.8;1;3;8.8;38
474.6;0;2;26.1;38
484.9;1;1;44.0;38
486.3;3;2;11.7;38
487.0;0;3;17.2;38
494.9;3;3;7.9;38
498.0;1;3;3.1;38
505.3;3;2;19.0;38
514.6;3;1;29.7;38
521.4;0;2;16.1;38
528.0;3;2;6.6;38
529.0;0;4;87.0;38
535.1;1;2;7.1;40
541.4;0;2;6.3;40
545.2;1;3;47.2;40
557.0;0;3;11.8;41
559.0;1;2;17.6;41
570.0;0;2;11.0;43
570.1;3;3;13.1;43
577.0;1;3;6.9;43
581.5;3;1;66.9;43
582.0;2;10;561.7;43
591.1;3;0;305.2;43
592.8;1;7;291.7;43
598.7;2;5;207.3;43
602.1;3;1;20.6;43
604.0;0;3;27.0;43
612.9;2;0;21.8;43
613.8;3;3;9.8;43
629.7;2;5;31.0;47
638.7;2;6;183.6;47
