Time;Robot;Node;Idleness;Interferences
21.5;2;0;6.1;0
21.5;0;0;0.0;0
21.6;3;0;0.1;0
21.6;1;0;0.0;0
54.4;2;6;39.0;11
59.6;3;4;44.2;11
64.7;0;2;49.3;11
68.2;1;3;52.8;11
75.9;3;0;54.3;11
76.3;3;0;0.4;11
76.8;3;0;0.5;11
77.3;3;0;0.5;11
81.0;0;1;65.6;13
83.9;3;0;6.6;13
84.4;3;0;0.5;13
84.8;3;0;0.4;13
85.3;3;0;0.5;13
85.7;3;0;0.4;13
86.2;3;0;0.5;13
86.7;3;0;0.5;13
87.0;3;0;0.3;13
93.7;3;0;6.7;17
94.3;3;0;0.6;17
94.7;3;0;0.4;17
95.3;3;0;0.6;17
95.7;3;0;0.4;17
96.1;3;0;0.4;17
96.7;3;0;0.6;17
97.1;3;0;0.4;17
103.9;3;0;6.8;21
104.3;3;0;0.4;21
104.7;3;0;0.4;21
105.3;3;0;0.6;21
105.8;3;0;0.5;21
106.3;3;0;0.5;21
106.8;3;0;0.5;21
107.2;3;0;0.4;21
