Time;Robot;Node;Idleness;Interferences
36.8;1;1;12.7;0
42.9;1;4;12.8;0
49.4;1;1;12.6;0
55.0;0;13;12.2;0
55.9;1;4;13.0;0
62.4;1;1;13.0;0
68.0;1;0;49.5;0
73.9;1;1;11.5;0
76.8;0;13;21.8;0
88.1;0;3;22.9;0
99.3;0;13;22.5;0
106.3;1;5;17.4;0
110.6;0;3;22.5;0
122.5;0;13;23.2;0
126.3;1;17;107.9;0
133.8;0;3;23.2;0
139.9;1;18;107.8;0
145.7;0;13;23.2;0
151.3;0;12;103.0;0
158.4;0;13;12.7;0
165.9;0;12;14.6;0
182.8;1;26;24.9;0
187.9;0;12;22.0;0
199.0;0;8;21.7;0
200.6;1;18;60.7;0
209.4;0;12;21.5;0
214.0;1;17;87.7;0
220.7;0;8;21.7;0
225.7;0;11;110.1;1
235.1;0;5;128.8;4
242.9;0;6;146.1;7
252.4;0;5;17.3;7
261.8;0;6;18.9;7
271.2;0;5;18.8;7
274.1;1;18;73.5;7
287.2;0;1;213.3;7
292.6;0;0;224.6;7
292.6;1;26;109.8;7
299.2;0;1;12.0;7
312.8;1;18;38.7;7
313.8;0;5;42.6;7
323.3;1;13;164.9;7
331.4;0;5;17.6;7
335.6;1;18;22.8;7
339.3;0;6;77.5;7
347.3;1;13;24.0;7
349.0;0;5;17.6;7
357.2;1;3;223.4;7
358.4;0;6;19.1;7
367.9;1;13;20.6;7
368.0;0;5;19.0;7
377.5;0;6;19.1;7
379.2;1;3;22.0;7
387.9;0;5;19.9;7
390.9;1;13;23.0;7
397.4;0;11;171.7;7
402.1;1;3;22.9;7
407.3;0;5;19.4;7
413.7;1;13;22.8;7
415.2;0;6;37.7;7
424.3;1;3;22.2;7
424.5;0;5;17.2;7
436.2;1;13;22.5;7
440.1;0;1;140.9;7
441.4;1;12;232.0;7
448.0;1;13;11.8;7
454.6;1;12;13.2;7
459.0;0;5;34.5;7
462.0;1;13;14.0;7
467.3;0;2;145.4;7
472.5;1;18;136.9;7
476.4;0;5;17.4;7
485.1;0;11;87.7;7
486.2;1;17;272.2;7
490.6;0;8;269.9;7
497.5;0;11;12.4;7
508.9;0;17;22.7;7
522.8;0;18;50.3;7
528.0;1;26;235.4;7
542.3;0;26;14.3;7
544.3;1;28;33.5;7
553.6;0;19;384.3;7
563.0;1;26;20.7;7
575.3;0;26;12.3;9
587.5;0;19;33.9;9
588.1;1;18;65.3;9
600.4;0;26;25.1;9
601.3;1;17;92.4;9
612.1;1;11;114.6;9
618.0;0;28;73.7;9
621.2;1;5;144.8;9
631.6;1;11;19.5;9
642.4;1;5;21.2;9
650.5;1;2;183.2;9
660.2;1;5;17.8;9
663.9;0;27;38.0;9
669.3;1;11;37.7;9
674.6;1;8;184.0;9
681.2;0;24;10.2;9
685.0;1;12;230.4;9
696.9;0;24;15.7;9
697.7;1;8;23.1;9
701.4;0;23;25.9;9
707.4;0;24;10.5;9
716.7;0;24;9.3;9
717.8;1;12;32.8;9
723.7;0;27;59.8;9
731.1;1;8;33.4;9
731.4;0;28;113.4;9
743.4;0;22;244.9;9
744.7;1;12;26.9;9
756.0;0;17;154.7;9
757.4;1;8;26.3;9
769.4;0;22;26.0;9
781.8;0;28;50.4;9
789.7;1;12;45.0;9
794.9;1;13;332.9;9
795.3;0;22;25.9;9
804.8;1;3;380.5;9
807.6;0;17;51.6;9
816.6;1;13;21.7;9
821.0;0;18;232.9;9
829.7;1;3;24.9;9
839.4;0;26;239.0;9
842.4;1;13;25.8;9
852.7;1;18;31.7;9
856.1;0;28;74.3;9
873.2;0;26;33.8;10
881.5;1;26;8.3;12
890.0;0;28;33.9;12
901.0;1;18;48.3;12
903.8;0;22;108.5;12
