Time;Robot;Node;Idleness;Interferences
21.2;1;5;5.9;0
21.3;0;0;6.0;0
21.3;2;6;6.0;0
21.3;3;10;6.0;0
28.5;0;1;13.2;1
31.1;1;3;15.8;2
39.3;2;3;8.2;2
42.5;1;2;27.2;2
43.8;0;4;28.5;2
52.8;2;5;31.6;2
56.7;1;3;17.4;2
64.4;3;9;49.1;2
67.4;2;8;52.1;2
75.6;2;10;54.3;2
82.5;3;7;67.2;2
89.6;2;9;25.2;2
129.1;2;7;46.6;9
142.9;3;9;53.3;9
169.5;3;10;93.9;9
177.3;3;8;109.9;9
192.5;3;5;139.7;12
199.5;0;1;171.0;12
204.1;3;3;147.4;13
217.6;0;3;13.5;14
220.4;3;2;177.9;14
228.8;0;5;36.3;14
240.2;3;3;22.6;14
242.5;0;8;65.2;14
250.5;0;10;81.0;14
262.3;0;9;119.4;14
280.6;0;7;151.5;16
282.1;2;9;19.8;16
295.8;2;10;45.3;16
304.3;2;8;61.8;16
319.0;2;5;90.2;16
330.9;2;3;90.7;16
347.8;2;2;127.4;16
359.1;1;1;159.6;16
