Time;Robot;Node;Idleness;Interferences
23.6;3;10;4.1;0
23.6;0;0;4.1;0
23.6;2;6;4.1;0
23.6;1;5;4.1;0
30.9;0;1;11.4;0
33.5;1;3;14.0;0
43.7;0;3;10.2;1
44.7;3;8;25.2;2
57.3;3;5;33.7;4
88.3;3;3;44.6;15
89.0;2;7;69.5;16
106.3;2;9;86.8;21
111.5;1;5;54.2;22
118.0;2;10;94.4;23
125.0;3;1;94.1;23
126.3;2;8;81.6;23
142.5;3;4;123.0;25
145.5;1;8;19.2;25
151.1;2;5;39.6;25
153.5;1;10;35.5;25
165.0;2;3;76.7;25
168.4;1;9;62.1;25
177.2;2;1;52.2;25
186.4;2;0;162.8;25
186.8;1;7;97.8;25
187.1;0;5;36.0;25
198.2;2;1;21.0;25
204.9;0;8;59.4;25
213.0;0;10;59.5;25
214.2;2;4;71.7;25
226.4;0;9;58.0;25
245.7;0;7;58.9;27
270.5;1;9;44.1;29
284.1;1;10;71.1;31
292.5;1;8;87.6;31
302.1;3;1;103.9;31
311.5;1;5;124.4;31
311.7;3;0;125.3;31
324.4;1;3;159.4;31
326.0;3;1;23.9;31
339.8;1;2;320.3;31
340.2;3;3;15.8;31
360.8;1;3;20.6;34
371.4;2;1;45.4;36
384.4;1;1;13.0;38
390.4;0;9;119.9;39
394.3;1;0;82.6;40
395.0;2;3;34.2;40
403.7;0;10;119.6;42
407.2;1;1;22.8;42
411.9;0;8;119.4;44
423.4;1;4;209.2;46
426.8;0;5;115.3;46
441.6;0;3;46.6;52
461.1;0;2;121.3;57
463.6;2;1;56.4;57
473.2;2;0;78.9;57
479.6;0;3;38.0;59
485.1;2;1;21.5;60
512.1;3;5;85.3;68
531.3;3;8;119.4;71
539.6;3;10;135.9;71
544.1;2;0;70.9;71
553.0;3;9;162.6;71
555.3;2;1;70.2;71
569.6;3;7;323.9;73
577.7;1;1;22.4;74
581.4;2;4;158.0;74
592.0;1;3;112.4;74
