Time;Robot;Node;Idleness;Interferences
21.9;0;0;5.1;0
21.9;3;10;5.1;0
21.9;1;5;5.1;0
22.9;2;6;6.1;0
32.7;1;3;15.9;0
32.7;3;8;15.9;0
32.8;0;1;16.0;0
36.2;0;1;3.4;0
42.2;2;4;25.4;0
44.7;1;2;27.9;0
47.1;3;5;25.2;0
48.2;0;0;26.3;0
48.3;1;2;3.6;0
50.6;0;0;2.4;0
63.7;0;1;27.5;0
64.9;1;3;32.2;0
67.4;0;1;3.7;0
80.6;0;0;30.0;0
84.2;0;0;3.6;0
91.7;3;9;74.9;0
97.4;0;1;30.0;0
103.3;2;7;86.5;0
105.8;0;1;8.4;0
135.5;3;10;113.6;2
152.6;0;0;68.4;2
161.2;3;8;128.5;2
164.6;0;0;12.0;2
172.1;3;5;125.0;2
178.3;2;6;155.4;2
181.5;0;1;75.7;2
188.7;2;4;146.5;5
193.5;0;1;12.0;5
207.2;2;7;103.9;5
209.3;0;0;44.7;5
220.3;3;9;128.6;5
221.2;0;0;11.9;5
230.3;2;6;52.0;5
240.9;3;8;79.7;5
263.6;0;1;70.1;5
265.4;3;10;129.9;5
270.8;0;1;7.2;5
278.2;1;2;229.9;5
280.9;2;4;92.2;5
282.8;0;0;61.6;5
283.0;1;2;4.8;5
286.4;0;0;3.6;5
289.5;3;9;69.2;5
299.5;0;1;28.7;5
303.2;0;1;3.7;5
304.4;1;3;239.5;5
307.8;2;7;100.6;5
312.8;1;3;8.4;5
313.1;3;5;141.0;5
315.3;0;0;28.9;5
356.6;3;8;115.7;7
362.2;0;0;46.9;7
379.0;0;1;75.8;7
379.9;2;6;149.6;7
390.9;0;1;11.9;7
391.6;2;4;110.7;7
407.5;2;7;99.7;7
408.0;0;0;45.8;7
